application_id,company_name,sector,requested_limit_cr,gstr_1_sales_cr,bank_inflows_cr,dscr,current_ratio,debt_to_equity,gst_vs_bank_variance,circular_trading_risk_score,litigation_count,promoter_sentiment,sector_risk_score,due_diligence_score,final_score,decision,actual_default,timestamp
SYN-2033-00964,Apex Manufacturing,Renewable Energy,36.06,94.18,91.58,1.55,1.88,1.19,2.77,21.82,0,NEUTRAL,15.53,4.91,100.0,APPROVE,0,2025-07-01T16:56:05.592329
SYN-2025-00190,Royal Enterprises,Construction,72.7,110.21,122.28,0.59,1.23,2.35,10.96,49.73,1,NEGATIVE,62.39,-0.55,0.0,REJECT,1,2026-01-14T16:56:05.498568
SYN-2025-00115,Imperial Group,Industrial Manufacturing,56.05,164.82,179.95,0.81,0.91,3.06,9.18,82.85,3,NEGATIVE,53.58,-0.53,0.0,REJECT,0,2025-04-02T16:56:05.489136
SYN-2030-00616,Classic Group,Food Processing,14.02,24.77,22.24,0.52,1.34,2.69,10.2,44.31,4,POSITIVE,78.31,-3.48,0.0,REJECT,1,2025-04-28T16:56:05.560246
SYN-2030-00606,Premier Solutions,Construction,90.31,117.0,115.05,1.3,1.7,0.44,1.67,28.0,0,NEUTRAL,14.83,0.02,96.67,APPROVE,0,2025-08-16T16:56:05.559462
SYN-2025-00180,Prime Industries,Renewable Energy,89.47,116.43,124.76,0.32,1.37,3.09,7.16,41.31,2,POSITIVE,78.54,-4.74,0.0,REJECT,0,2025-04-05T16:56:05.496907
SYN-2027-00301,Royal Industries,IT Services,58.14,151.03,157.24,1.71,2.12,1.24,4.12,4.21,0,POSITIVE,28.61,0.97,100.0,APPROVE,0,2026-03-03T16:56:05.516901
SYN-2031-00759,National Corporation,Chemicals,135.74,173.86,176.31,1.38,1.5,0.82,1.41,5.97,0,POSITIVE,11.92,1.23,100.0,APPROVE,0,2025-07-29T16:56:05.571198
SYN-2031-00712,Modern Enterprises,Retail,5.83,19.37,19.03,1.59,1.65,1.11,1.73,26.42,0,POSITIVE,26.12,1.22,100.0,APPROVE,0,2025-10-01T16:56:05.566889
SYN-2031-00723,Crown Industries,IT Services,55.82,132.02,145.03,0.7,0.68,2.09,9.86,71.47,3,POSITIVE,54.14,-4.45,0.0,REJECT,0,2025-05-06T16:56:05.568052
SYN-2030-00685,Prime Industries,Chemicals,60.27,128.71,117.75,0.6,1.26,3.19,8.51,59.21,2,NEGATIVE,47.52,-3.94,0.0,REJECT,1,2025-11-02T16:56:05.565020
SYN-2033-00979,Elite Technologies,Pharmaceuticals,25.13,35.54,38.95,0.33,1.11,3.48,9.58,56.84,2,NEGATIVE,68.35,-1.97,0.0,REJECT,1,2025-12-16T16:56:05.593661
SYN-2029-00517,Crown Enterprises,Industrial Manufacturing,131.85,185.51,175.66,0.72,1.2,2.78,5.31,51.83,1,NEUTRAL,46.67,-3.23,14.83,REJECT,1,2025-04-21T16:56:05.551599
SYN-2033-00984,Classic Solutions,IT Services,16.26,53.7,60.82,0.92,1.44,1.36,13.26,68.43,2,NEGATIVE,73.69,-1.74,0.0,REJECT,1,2025-12-22T16:56:05.594088
SYN-2024-00045,Royal Group,Retail,64.66,82.37,81.3,1.1,2.53,1.79,1.3,29.62,0,NEGATIVE,27.82,4.21,72.87,CONDITIONAL_APPROVE,0,2025-12-07T16:56:05.479438
SYN-2033-00909,Royal Industries,Textiles,19.77,40.67,38.86,1.53,1.65,0.88,4.46,22.72,0,NEUTRAL,16.64,4.24,100.0,APPROVE,1,2025-11-25T16:56:05.585432
SYN-2025-00157,Prime Solutions,Food Processing,38.54,102.77,102.21,1.5,2.03,1.26,0.54,13.63,0,NEGATIVE,12.94,1.62,89.07,APPROVE,0,2025-04-05T16:56:05.494545
SYN-2032-00851,Global Enterprises,Industrial Manufacturing,110.87,175.54,178.09,2.13,1.46,1.04,1.45,25.78,0,POSITIVE,21.41,1.71,100.0,APPROVE,0,2025-07-24T16:56:05.580309
SYN-2025-00171,Global Solutions,Renewable Energy,6.47,10.61,9.47,1.15,0.98,2.68,10.8,63.49,2,NEGATIVE,67.82,-3.22,0.0,REJECT,0,2025-12-23T16:56:05.495921
SYN-2024-00016,Elite Enterprises,Chemicals,19.39,55.95,56.04,1.27,1.67,1.61,0.15,24.52,0,NEUTRAL,25.89,4.49,94.93,APPROVE,0,2025-06-21T16:56:05.474314
SYN-2029-00511,Global Solutions,Chemicals,55.3,168.55,188.52,0.82,1.22,2.76,11.85,77.1,3,NEGATIVE,68.13,-1.26,0.0,REJECT,1,2026-02-11T16:56:05.551050
SYN-2024-00048,United Technologies,Pharmaceuticals,86.07,116.58,126.31,0.87,0.88,3.74,8.35,71.21,3,NEGATIVE,62.08,-2.98,0.0,REJECT,0,2026-01-31T16:56:05.479918
SYN-2033-00971,United Solutions,Textiles,5.0,11.1,10.92,2.25,1.62,2.15,1.61,13.01,0,POSITIVE,16.42,3.74,100.0,APPROVE,0,2025-07-31T16:56:05.592987
SYN-2033-00940,Global Group,Renewable Energy,59.57,169.34,175.19,1.43,1.27,0.37,3.45,23.43,0,POSITIVE,19.71,4.19,100.0,APPROVE,0,2025-06-18T16:56:05.589933
SYN-2029-00515,Modern Manufacturing,Textiles,70.08,182.33,177.64,1.02,1.97,1.09,2.57,26.87,0,NEUTRAL,29.7,4.84,90.01,APPROVE,0,2025-07-31T16:56:05.551460
SYN-2033-00952,Imperial Solutions,IT Services,75.13,122.16,131.47,0.77,1.03,2.55,7.63,91.02,2,NEGATIVE,77.14,-0.77,0.0,REJECT,1,2026-01-07T16:56:05.591354
SYN-2028-00480,Modern Systems,Textiles,42.19,96.04,95.7,0.78,1.6,1.75,0.35,27.81,1,NEUTRAL,25.27,4.79,66.19,CONDITIONAL_APPROVE,0,2026-01-15T16:56:05.548949
SYN-2026-00283,Sterling Solutions,Construction,11.17,23.01,23.04,1.52,2.1,1.44,0.14,22.29,0,POSITIVE,25.64,4.6,100.0,APPROVE,0,2025-05-24T16:56:05.513402
SYN-2031-00718,Imperial Manufacturing,Renewable Energy,32.27,50.09,51.23,1.14,1.82,1.26,2.28,21.95,0,POSITIVE,16.01,1.1,99.18,APPROVE,1,2025-09-29T16:56:05.567493
SYN-2032-00877,Prime Group,Retail,80.32,124.88,126.26,1.43,1.72,1.4,1.1,14.09,0,NEUTRAL,32.39,0.09,92.96,APPROVE,0,2026-02-21T16:56:05.582588
SYN-2026-00225,Prime Manufacturing,Chemicals,91.1,155.26,151.64,0.86,3.06,1.73,2.33,29.42,0,POSITIVE,34.83,4.78,98.79,APPROVE,0,2025-04-22T16:56:05.502911
SYN-2024-00026,Imperial Industries,IT Services,63.28,110.96,99.82,0.81,0.78,1.93,10.04,77.37,1,NEGATIVE,42.07,-1.81,0.0,REJECT,0,2025-11-30T16:56:05.476018
SYN-2033-00954,Universal Group,Industrial Manufacturing,82.08,143.04,159.99,0.72,1.19,2.97,11.85,64.55,1,NEUTRAL,74.39,-1.95,0.0,REJECT,1,2025-06-27T16:56:05.591526
SYN-2028-00437,Prime Group,IT Services,24.23,30.65,30.58,1.39,1.75,1.0,0.22,28.43,0,POSITIVE,32.91,1.91,100.0,APPROVE,0,2025-05-23T16:56:05.543739
SYN-2033-00951,Classic Solutions,Industrial Manufacturing,81.57,120.84,112.96,0.76,1.35,1.84,6.52,66.12,2,NEGATIVE,63.03,-2.45,0.0,REJECT,1,2025-04-21T16:56:05.591266
SYN-2027-00364,Premier Manufacturing,Retail,49.89,78.49,80.67,1.79,2.01,1.69,2.78,11.91,0,POSITIVE,32.14,1.35,100.0,APPROVE,0,2025-12-26T16:56:05.533927
SYN-2026-00229,Classic Industries,Textiles,34.78,102.65,99.51,1.74,2.1,1.79,3.06,25.38,0,POSITIVE,12.66,2.04,100.0,APPROVE,0,2025-12-24T16:56:05.503474
SYN-2024-00037,Universal Enterprises,Renewable Energy,106.42,152.95,160.81,1.53,2.04,0.79,5.14,8.8,0,NEUTRAL,30.18,3.95,100.0,APPROVE,0,2025-07-26T16:56:05.478201
SYN-2033-00965,Universal Corporation,Renewable Energy,49.72,64.57,68.0,1.56,1.46,1.53,5.31,19.87,0,NEUTRAL,26.65,3.81,94.22,APPROVE,0,2025-03-19T16:56:05.592415
SYN-2027-00374,Apex Technologies,Textiles,54.56,115.75,106.33,1.04,1.53,2.31,8.14,83.73,1,NEGATIVE,66.6,-4.33,0.0,REJECT,0,2025-09-11T16:56:05.534788
SYN-2028-00469,Prime Technologies,Textiles,108.17,161.62,169.55,0.78,1.17,3.49,4.9,85.92,4,POSITIVE,48.19,-4.68,0.0,REJECT,1,2025-06-14T16:56:05.548248
SYN-2033-00967,Global Manufacturing,Chemicals,34.33,49.89,46.47,0.89,0.77,3.29,6.86,85.39,2,NEUTRAL,54.57,-2.57,0.0,REJECT,1,2025-09-03T16:56:05.592576
SYN-2032-00850,Elite Solutions,Pharmaceuticals,67.42,146.05,146.02,1.23,2.1,0.89,0.02,14.28,0,POSITIVE,39.12,1.59,100.0,APPROVE,0,2026-01-27T16:56:05.580204
SYN-2031-00704,Crown Solutions,Construction,77.95,148.24,143.34,1.53,1.17,1.27,3.31,10.63,0,POSITIVE,22.36,4.28,100.0,APPROVE,0,2026-01-06T16:56:05.566293
SYN-2032-00841,Crown Technologies,Food Processing,108.94,174.14,157.03,0.89,1.69,2.87,9.83,43.5,4,NEGATIVE,70.1,-0.72,0.0,REJECT,0,2025-10-17T16:56:05.579487
SYN-2025-00194,United Manufacturing,Renewable Energy,71.38,172.59,179.12,1.23,1.93,0.61,3.78,20.59,0,POSITIVE,15.25,4.19,100.0,APPROVE,0,2025-07-09T16:56:05.499030
SYN-2032-00854,Global Industries,Automotive Parts,53.79,98.21,96.24,1.42,1.49,0.9,2.0,10.45,0,POSITIVE,29.41,2.14,100.0,APPROVE,1,2025-04-04T16:56:05.580539
SYN-2032-00864,Universal Group,Pharmaceuticals,11.5,18.34,18.37,0.85,1.79,0.92,0.14,0.58,0,NEUTRAL,15.13,3.87,98.46,APPROVE,0,2025-08-31T16:56:05.581456
SYN-2029-00503,Classic Enterprises,Textiles,29.9,93.43,101.89,0.9,1.42,1.8,9.05,79.01,4,NEGATIVE,76.47,-3.19,0.0,REJECT,1,2025-08-23T16:56:05.550480
SYN-2033-00969,United Enterprises,IT Services,51.98,132.84,132.86,1.4,1.79,2.16,0.01,16.73,0,POSITIVE,14.62,3.75,100.0,APPROVE,0,2026-03-04T16:56:05.592730
SYN-2032-00830,United Manufacturing,Automotive Parts,24.68,79.76,78.25,1.93,1.52,0.67,1.9,27.84,0,POSITIVE,32.03,0.5,100.0,APPROVE,0,2025-08-14T16:56:05.578554
SYN-2029-00579,Prime Industries,Construction,67.32,116.81,107.11,0.92,0.63,2.66,8.3,92.9,2,NEGATIVE,70.99,-4.43,0.0,REJECT,1,2025-09-14T16:56:05.557615
SYN-2033-00968,Premier Technologies,Automotive Parts,88.72,120.13,118.76,1.3,1.56,1.44,1.13,6.87,0,POSITIVE,23.55,4.34,100.0,APPROVE,0,2025-09-02T16:56:05.592650
SYN-2025-00162,Supreme Group,Automotive Parts,20.09,33.06,32.78,1.86,2.09,1.7,0.86,18.74,0,POSITIVE,16.17,3.87,100.0,APPROVE,0,2026-01-08T16:56:05.495073
SYN-2033-00908,Global Corporation,Food Processing,72.72,115.82,115.92,1.08,2.19,1.06,0.08,1.71,1,NEUTRAL,27.65,2.49,89.19,APPROVE,0,2026-02-21T16:56:05.585353
SYN-2025-00152,National Manufacturing,Renewable Energy,18.66,30.08,30.9,1.52,2.01,1.16,2.73,9.35,0,NEUTRAL,23.19,1.08,100.0,APPROVE,0,2025-03-21T16:56:05.493936
SYN-2032-00801,Supreme Group,Textiles,56.68,101.75,104.9,1.59,1.81,1.64,3.1,26.17,0,POSITIVE,12.51,4.15,100.0,APPROVE,0,2025-04-15T16:56:05.575243
SYN-2033-00993,United Manufacturing,Industrial Manufacturing,117.88,185.57,189.7,1.16,2.35,2.22,2.22,28.81,0,POSITIVE,36.25,4.66,96.65,APPROVE,0,2025-08-26T16:56:05.594867
SYN-2031-00755,Imperial Industries,Renewable Energy,43.81,73.32,71.39,1.11,1.82,1.66,2.63,7.74,0,NEGATIVE,39.27,0.45,60.73,CONDITIONAL_APPROVE,0,2025-08-08T16:56:05.570787
SYN-2025-00111,Supreme Solutions,Automotive Parts,29.51,96.49,95.55,1.49,1.23,1.26,0.98,8.07,0,POSITIVE,19.31,0.36,100.0,APPROVE,0,2025-10-17T16:56:05.488694
SYN-2026-00226,Classic Corporation,Retail,93.23,177.86,157.58,0.76,1.05,2.34,11.4,90.82,3,NEGATIVE,42.5,-2.45,0.0,REJECT,0,2025-04-13T16:56:05.502999
SYN-2030-00688,Supreme Systems,IT Services,7.63,14.54,14.22,2.25,1.69,1.04,2.17,9.8,0,POSITIVE,11.69,1.66,100.0,APPROVE,0,2025-09-23T16:56:05.565219
SYN-2025-00103,Supreme Technologies,Textiles,39.27,64.54,65.45,1.86,1.47,1.38,1.41,24.96,0,POSITIVE,10.19,4.91,100.0,APPROVE,0,2025-07-10T16:56:05.487744
SYN-2028-00421,Modern Solutions,Textiles,119.69,167.45,166.24,1.55,2.29,1.5,0.72,15.33,0,NEUTRAL,23.83,3.55,100.0,APPROVE,0,2025-09-25T16:56:05.541961
SYN-2028-00419,Universal Manufacturing,Industrial Manufacturing,22.85,35.02,38.44,1.04,0.72,3.09,9.77,96.74,1,NEGATIVE,74.34,-1.29,0.0,REJECT,1,2025-08-08T16:56:05.541653
SYN-2031-00750,Universal Enterprises,Industrial Manufacturing,75.4,97.87,101.88,1.47,2.24,1.54,4.1,24.09,0,POSITIVE,33.57,2.43,100.0,APPROVE,0,2025-05-23T16:56:05.570122
SYN-2029-00586,Crown Solutions,Automotive Parts,16.34,39.58,38.76,1.62,1.98,0.41,2.08,25.36,0,POSITIVE,39.42,1.06,100.0,APPROVE,0,2025-11-22T16:56:05.558235
SYN-2031-00780,Modern Systems,Chemicals,126.9,164.04,141.89,0.8,0.94,4.09,13.5,82.42,1,NEGATIVE,50.09,-4.32,0.0,REJECT,0,2025-12-25T16:56:05.573665
SYN-2030-00672,Universal Group,Industrial Manufacturing,35.85,86.89,86.68,0.78,2.36,1.54,0.25,26.14,1,NEGATIVE,28.23,1.29,48.03,REJECT,0,2025-08-18T16:56:05.564107
SYN-2025-00119,Classic Systems,Chemicals,62.29,119.95,124.27,0.7,1.57,1.52,3.61,99.26,1,POSITIVE,74.68,-1.37,21.83,REJECT,1,2026-01-20T16:56:05.489539
SYN-2024-00053,Modern Corporation,Retail,45.13,141.18,148.08,0.69,0.86,2.41,4.89,52.38,1,NEGATIVE,60.14,-1.0,0.0,REJECT,1,2025-03-31T16:56:05.480734
SYN-2025-00151,Crown Solutions,Food Processing,7.18,22.95,22.96,1.92,2.02,1.21,0.03,11.96,0,POSITIVE,21.03,0.68,100.0,APPROVE,0,2025-08-15T16:56:05.493848
SYN-2028-00403,Sterling Industries,Food Processing,46.55,77.98,78.17,1.21,2.45,0.91,0.24,20.08,0,POSITIVE,22.55,2.88,100.0,APPROVE,0,2025-05-22T16:56:05.538866
SYN-2033-00945,Global Industries,IT Services,97.22,141.99,139.33,1.34,2.49,1.11,1.87,14.62,0,POSITIVE,17.55,1.22,100.0,APPROVE,0,2026-02-12T16:56:05.590495
SYN-2026-00207,United Enterprises,Automotive Parts,15.3,34.98,35.69,1.4,1.48,1.74,2.03,14.81,0,POSITIVE,39.78,1.97,97.06,APPROVE,0,2025-08-02T16:56:05.500526
SYN-2030-00658,Supreme Industries,Chemicals,70.09,134.43,139.52,0.81,1.25,1.71,3.79,43.98,4,POSITIVE,41.57,-0.26,12.65,REJECT,1,2025-12-31T16:56:05.563208
SYN-2032-00843,Modern Systems,IT Services,113.44,163.06,151.7,1.06,1.12,1.45,6.96,57.09,2,NEGATIVE,61.25,-2.09,0.0,REJECT,1,2025-12-14T16:56:05.579640
SYN-2031-00762,Modern Industries,IT Services,129.78,162.67,148.2,0.55,1.56,2.41,8.9,97.73,4,POSITIVE,50.82,-3.74,0.0,REJECT,1,2025-09-09T16:56:05.571816
SYN-2024-00008,Modern Manufacturing,Retail,9.63,30.5,29.17,1.61,2.42,1.18,4.35,15.68,0,POSITIVE,10.76,3.18,100.0,APPROVE,0,2025-08-25T16:56:05.473454
SYN-2032-00807,Sterling Enterprises,Renewable Energy,49.61,73.24,71.95,0.72,1.04,3.78,1.76,59.72,3,NEGATIVE,65.75,-1.76,0.0,REJECT,0,2025-03-30T16:56:05.576003
SYN-2024-00036,Apex Systems,Retail,12.57,27.34,26.92,1.89,1.81,1.54,1.53,11.68,0,NEGATIVE,37.16,4.75,94.55,APPROVE,0,2025-06-21T16:56:05.478071
SYN-2028-00452,Universal Group,Retail,52.05,130.71,136.15,0.91,1.23,2.28,4.16,49.93,3,NEGATIVE,61.41,-3.94,0.0,REJECT,1,2025-05-07T16:56:05.546478
SYN-2030-00651,Sterling Solutions,Construction,49.12,111.07,116.45,1.79,1.92,0.81,4.85,24.58,0,POSITIVE,13.59,0.24,100.0,APPROVE,0,2025-11-16T16:56:05.562729
SYN-2026-00253,Crown Solutions,Pharmaceuticals,83.42,131.72,144.18,0.89,1.11,1.99,9.46,68.61,3,NEGATIVE,49.89,-4.19,0.0,REJECT,0,2025-12-27T16:56:05.506428
SYN-2027-00303,Crown Industries,Pharmaceuticals,68.4,90.72,96.2,1.16,1.03,1.82,6.04,58.83,1,NEGATIVE,48.6,-2.46,11.9,REJECT,0,2026-01-28T16:56:05.517093
SYN-2031-00746,Prime Systems,Renewable Energy,31.53,45.98,43.41,0.73,1.09,2.52,5.59,98.17,2,NEGATIVE,42.84,-0.79,0.0,REJECT,0,2025-06-11T16:56:05.569639
SYN-2029-00571,National Corporation,Chemicals,84.8,166.66,164.15,1.37,1.62,0.3,1.5,7.42,0,NEUTRAL,29.53,0.37,100.0,APPROVE,0,2025-04-16T16:56:05.556755
SYN-2030-00623,Global Systems,Textiles,85.42,155.6,167.1,0.67,1.02,1.67,7.39,96.86,2,NEGATIVE,52.69,-3.45,0.0,REJECT,1,2026-01-04T16:56:05.560678
SYN-2031-00732,Global Systems,IT Services,10.99,22.07,21.19,1.39,2.0,1.46,4.01,29.13,0,POSITIVE,30.44,4.82,100.0,APPROVE,0,2025-12-07T16:56:05.568695
SYN-2032-00891,Sterling Enterprises,Construction,102.86,137.94,136.72,1.63,2.49,2.02,0.88,10.96,0,POSITIVE,11.65,4.02,100.0,APPROVE,0,2025-08-08T16:56:05.583704
SYN-2026-00262,Supreme Corporation,Pharmaceuticals,31.26,67.56,70.63,0.58,0.77,3.04,4.55,84.51,3,NEUTRAL,56.91,-1.44,0.0,REJECT,1,2025-09-20T16:56:05.509547
SYN-2030-00610,United Corporation,Automotive Parts,118.2,162.97,166.31,1.42,0.92,0.2,2.05,21.88,0,NEUTRAL,38.16,2.75,94.03,APPROVE,0,2025-12-28T16:56:05.559806
SYN-2026-00297,Apex Group,Industrial Manufacturing,16.23,48.66,52.46,0.54,1.04,1.86,7.81,63.27,3,NEGATIVE,76.07,-0.61,0.0,REJECT,0,2025-03-15T16:56:05.516440
SYN-2028-00414,Modern Corporation,Textiles,35.61,69.32,71.63,1.2,1.69,1.8,3.34,17.25,0,POSITIVE,25.13,3.23,96.84,APPROVE,0,2025-05-10T16:56:05.541071
SYN-2025-00150,Elite Technologies,Automotive Parts,132.31,173.78,170.33,1.66,1.44,1.21,1.99,19.23,0,POSITIVE,13.98,2.44,100.0,APPROVE,0,2025-04-08T16:56:05.493770
SYN-2031-00788,Classic Technologies,Food Processing,29.25,72.24,73.1,1.13,1.98,0.85,1.19,28.74,0,NEUTRAL,16.91,2.46,95.77,APPROVE,0,2025-11-22T16:56:05.574267
SYN-2030-00640,Modern Systems,IT Services,89.44,118.66,121.1,1.12,1.65,1.65,2.06,24.13,0,NEUTRAL,30.78,0.61,78.02,APPROVE,0,2025-08-07T16:56:05.562011
SYN-2032-00889,Premier Industries,Chemicals,105.47,163.14,160.98,1.53,1.48,0.74,1.32,25.47,0,POSITIVE,38.0,0.03,100.0,APPROVE,0,2025-07-11T16:56:05.583557
SYN-2029-00550,Apex Corporation,IT Services,10.18,25.57,25.97,1.9,1.45,1.51,1.58,3.8,0,POSITIVE,24.79,4.72,100.0,APPROVE,0,2025-10-24T16:56:05.554238
SYN-2032-00886,Classic Manufacturing,Retail,71.58,199.15,176.25,1.32,0.58,3.06,11.5,64.56,3,NEUTRAL,46.5,-4.93,0.0,REJECT,1,2025-06-09T16:56:05.583326
SYN-2028-00488,Supreme Systems,IT Services,70.8,109.96,108.24,1.8,1.69,1.58,1.56,29.0,0,POSITIVE,19.63,1.37,100.0,APPROVE,0,2025-09-28T16:56:05.549488
SYN-2025-00147,Classic Technologies,Automotive Parts,29.17,67.59,68.79,1.56,1.68,1.27,1.77,23.46,0,POSITIVE,11.08,1.8,100.0,APPROVE,0,2025-08-01T16:56:05.493531
SYN-2025-00146,Supreme Systems,Renewable Energy,95.27,169.99,167.39,1.83,2.04,0.65,1.53,29.77,0,POSITIVE,26.2,3.12,100.0,APPROVE,0,2026-02-13T16:56:05.493447
SYN-2031-00720,Global Technologies,Textiles,48.91,140.58,135.41,0.73,0.92,2.32,3.68,94.51,1,NEUTRAL,68.81,-0.39,4.8,REJECT,0,2025-09-09T16:56:05.567660
SYN-2033-00931,Prime Solutions,Retail,41.41,120.19,118.63,1.31,1.51,0.48,1.3,14.74,0,POSITIVE,31.36,3.47,100.0,APPROVE,0,2026-01-27T16:56:05.588778
SYN-2031-00739,Imperial Industries,Pharmaceuticals,61.77,106.24,107.31,1.25,1.61,1.47,1.0,0.48,0,POSITIVE,21.38,1.57,100.0,APPROVE,0,2025-08-12T16:56:05.569186
SYN-2030-00659,Royal Enterprises,Automotive Parts,59.28,150.25,147.61,1.56,1.15,2.14,1.75,2.04,0,POSITIVE,16.44,2.87,100.0,APPROVE,0,2025-06-12T16:56:05.563269
SYN-2027-00348,Universal Technologies,Retail,11.74,24.59,22.78,0.73,1.15,1.73,7.38,76.77,4,NEGATIVE,66.47,-2.25,0.0,REJECT,0,2025-08-09T16:56:05.532081
SYN-2028-00463,United Group,Retail,37.71,107.8,105.16,1.56,2.11,0.39,2.45,10.3,0,NEGATIVE,26.78,0.08,89.63,APPROVE,0,2025-12-05T16:56:05.547661
SYN-2027-00325,Apex Group,Renewable Energy,65.42,120.07,118.21,1.97,1.69,1.08,1.55,28.54,0,POSITIVE,27.03,3.22,100.0,APPROVE,0,2025-11-14T16:56:05.520750
SYN-2025-00186,Imperial Industries,Renewable Energy,56.59,82.28,87.87,1.76,1.77,1.11,6.79,3.16,0,NEUTRAL,34.66,4.82,100.0,APPROVE,0,2025-12-05T16:56:05.497888
SYN-2025-00123,Premier Solutions,Automotive Parts,9.22,23.96,23.36,1.11,2.26,0.97,2.52,29.09,0,POSITIVE,17.08,2.6,100.0,APPROVE,0,2025-07-12T16:56:05.489970
SYN-2032-00853,Premier Solutions,Construction,38.92,128.51,120.65,0.69,1.01,2.23,6.12,76.85,3,NEUTRAL,75.97,-4.07,0.0,REJECT,1,2026-01-09T16:56:05.580462
SYN-2030-00608,Elite Manufacturing,IT Services,15.42,40.35,45.03,0.69,1.02,2.7,11.58,99.95,1,NEUTRAL,51.22,-3.57,0.0,REJECT,0,2025-11-01T16:56:05.559671
SYN-2025-00143,United Enterprises,Retail,83.33,112.6,106.2,0.67,0.73,2.53,5.69,44.06,3,NEGATIVE,49.35,-1.75,0.0,REJECT,1,2025-06-04T16:56:05.493160
SYN-2033-00958,Apex Enterprises,Construction,100.37,192.29,197.21,1.54,1.22,2.02,2.56,6.6,0,POSITIVE,20.92,3.78,100.0,APPROVE,0,2025-11-15T16:56:05.591850
SYN-2025-00197,Sterling Technologies,IT Services,12.05,17.98,19.88,1.02,1.06,0.76,10.54,98.61,1,NEGATIVE,56.9,-0.41,0.0,REJECT,0,2025-06-25T16:56:05.499379
SYN-2030-00609,Classic Technologies,Automotive Parts,76.4,96.15,93.61,1.4,2.11,0.67,2.64,12.89,0,POSITIVE,32.1,0.27,100.0,APPROVE,1,2025-04-02T16:56:05.559732
SYN-2026-00279,Premier Technologies,Pharmaceuticals,31.99,92.38,92.82,1.84,1.67,1.48,0.47,29.31,0,NEUTRAL,10.25,3.74,100.0,APPROVE,0,2025-03-28T16:56:05.512888
SYN-2026-00293,Classic Systems,Automotive Parts,23.44,42.62,41.62,1.0,1.73,1.23,2.36,72.45,2,NEGATIVE,68.09,-2.94,1.46,REJECT,0,2025-06-01T16:56:05.515604
SYN-2028-00400,Imperial Group,Automotive Parts,41.08,55.73,51.87,0.96,1.09,2.35,6.93,61.0,3,NEGATIVE,79.7,-0.85,0.0,REJECT,0,2025-12-02T16:56:05.537370
SYN-2025-00122,Premier Enterprises,IT Services,66.16,84.31,82.39,1.66,1.65,1.59,2.27,10.78,0,POSITIVE,14.91,1.29,100.0,APPROVE,0,2025-05-13T16:56:05.489891
SYN-2025-00183,Royal Corporation,Textiles,72.83,137.11,133.85,1.25,1.83,0.66,2.38,4.97,0,NEUTRAL,35.5,2.06,98.49,APPROVE,0,2025-08-03T16:56:05.497314
SYN-2026-00202,Premier Industries,Renewable Energy,56.88,94.24,93.54,0.69,2.07,0.87,0.75,23.22,0,NEUTRAL,36.78,3.16,81.1,APPROVE,0,2025-03-22T16:56:05.500014
SYN-2028-00438,Royal Manufacturing,Construction,109.44,178.62,183.5,1.3,2.27,0.61,2.73,4.38,0,NEUTRAL,37.53,4.04,100.0,APPROVE,0,2025-04-06T16:56:05.543900
SYN-2026-00246,Classic Enterprises,Chemicals,22.59,53.36,60.02,0.83,1.17,2.32,12.47,63.88,1,NEUTRAL,42.63,-2.58,9.88,REJECT,1,2025-09-28T16:56:05.505041
SYN-2028-00415,Imperial Enterprises,Food Processing,54.28,80.34,75.44,0.63,1.33,1.27,6.1,51.92,3,NEGATIVE,76.37,-0.52,0.0,REJECT,0,2026-03-07T16:56:05.541173
SYN-2033-00932,Sterling Systems,IT Services,43.59,117.47,117.14,1.64,1.58,0.95,0.28,10.51,0,POSITIVE,13.8,3.52,100.0,APPROVE,0,2025-05-09T16:56:05.589019
SYN-2031-00765,Premier Group,Retail,30.28,68.77,67.25,1.71,1.78,1.21,2.21,5.1,0,POSITIVE,22.73,4.86,100.0,APPROVE,0,2025-10-29T16:56:05.572234
SYN-2033-00906,United Group,Industrial Manufacturing,52.72,100.65,112.81,0.92,1.5,2.36,12.08,94.23,2,POSITIVE,61.0,-1.12,2.37,REJECT,1,2025-08-08T16:56:05.585176
SYN-2032-00835,Supreme Manufacturing,Pharmaceuticals,83.27,165.86,169.78,1.69,1.75,0.97,2.37,25.39,0,POSITIVE,28.33,1.11,100.0,APPROVE,0,2025-10-11T16:56:05.578980
SYN-2032-00887,Supreme Group,Pharmaceuticals,51.85,144.95,159.16,0.74,1.23,3.15,9.81,91.54,4,POSITIVE,51.76,-2.97,0.0,REJECT,1,2025-10-05T16:56:05.583398
SYN-2025-00129,Royal Enterprises,IT Services,56.5,138.54,143.49,2.22,1.78,1.3,3.58,0.91,0,NEUTRAL,30.69,3.29,100.0,APPROVE,0,2026-02-18T16:56:05.490515
SYN-2030-00637,Modern Manufacturing,Industrial Manufacturing,58.02,127.53,124.84,1.85,1.51,0.88,2.11,19.44,0,POSITIVE,29.62,0.43,100.0,APPROVE,0,2025-07-02T16:56:05.561753
SYN-2028-00402,National Systems,Industrial Manufacturing,86.79,108.73,118.81,0.89,1.24,1.86,9.27,64.95,2,NEUTRAL,56.11,-4.32,0.75,REJECT,0,2025-06-11T16:56:05.538505
